MonitorDistance=99cm
MonitorWidth=30cm
PixelWidth=1024.0
PixelHeight=768.0
You have detected 12 out of 12 targets.
Excellent! Keep up the good work
9.3126 	INFO 	Loaded monitor calibration from ['2021_05_26 17:55']
9.7722 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-0.5, -0.5, -0.5]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f4b43ca13c8>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7f4b39abe0b8>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1024,  768]), stencilBits=0, stereo=False, units='deg', useFBO=False, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.7723 	EXP 	window1: mouseVisible = True
9.8419 	EXP 	Created unnamed TextStim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.5, italic=False, languageStyle='LTR', name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='deg', win=Window(...), wrapWidth=15.0)
9.8716 	EXP 	Created Movie Frame 0 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([0.8, 0.8, 0.8]), colorSpace='rgb', contrast=0.8, depth=0, flipHoriz=False, flipVert=False, image='visual_0.png', interpolate=False, mask=None, maskParams=None, name='Movie Frame 0', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([1024,  768]), texRes=128, units='pix', win=Window(...))
9.8957 	EXP 	Created Movie Frame 1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([0.8, 0.8, 0.8]), colorSpace='rgb', contrast=0.8, depth=0, flipHoriz=False, flipVert=False, image='visual_1.png', interpolate=False, mask=None, maskParams=None, name='Movie Frame 1', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([1024,  768]), texRes=128, units='pix', win=Window(...))
44.8089 	DATA 	Keypress: 5
0.0000 	DATA 	StartOfRun sub-05_ses-04_run-05
0.0000 	DATA 	TR 1 | TR1 1 | TR2 0
0.0074 	DATA 	Initial baseline

1.5511 	DATA 	Keypress: 5
1.5512 	DATA 	TR 2 | TR1 1 | TR2 1
3.1223 	DATA 	Keypress: 5
3.1223 	DATA 	TR 3 | TR1 2 | TR2 1
4.6745 	DATA 	Keypress: 5
4.6745 	DATA 	TR 4 | TR1 2 | TR2 2
6.2458 	DATA 	Keypress: 5
6.2459 	DATA 	TR 5 | TR1 3 | TR2 2
7.7979 	DATA 	Keypress: 5
7.7979 	DATA 	TR 6 | TR1 3 | TR2 3
9.3690 	DATA 	Keypress: 5
9.3691 	DATA 	TR 7 | TR1 4 | TR2 3
10.9212 	DATA 	Keypress: 5
10.9213 	DATA 	TR 8 | TR1 4 | TR2 4
12.4924 	DATA 	Keypress: 5
12.4925 	DATA 	TR 9 | TR1 5 | TR2 4
14.0446 	DATA 	Keypress: 5
14.0447 	DATA 	TR 10 | TR1 5 | TR2 5
15.6159 	DATA 	Keypress: 5
15.6160 	DATA 	TR 11 | TR1 6 | TR2 5
17.1679 	DATA 	Keypress: 5
17.1679 	DATA 	TR 12 | TR1 6 | TR2 6
18.7392 	DATA 	Keypress: 5
18.7392 	DATA 	TR 13 | TR1 7 | TR2 6
20.2914 	DATA 	Keypress: 5
20.2914 	DATA 	TR 14 | TR1 7 | TR2 7
21.8626 	DATA 	Keypress: 5
21.8626 	DATA 	TR 15 | TR1 8 | TR2 7
23.4148 	DATA 	Keypress: 5
23.4149 	DATA 	TR 16 | TR1 8 | TR2 8
24.9860 	DATA 	Keypress: 5
24.9860 	DATA 	TR 17 | TR1 9 | TR2 8
26.5372 	DATA 	Keypress: 5
26.5372 	DATA 	TR 18 | TR1 9 | TR2 9
28.1093 	DATA 	Keypress: 5
28.1094 	DATA 	TR 19 | TR1 10 | TR2 9
29.6605 	DATA 	Keypress: 5
29.6606 	DATA 	TR 20 | TR1 10 | TR2 10
31.2393 	DATA 	Keypress: 5
31.2394 	DATA 	Waited 1.2393381595611572 seconds for trigger
31.2408 	DATA 	
31.2408 	DATA 	Trial 1
31.2408 	DATA 	stimDur = 1.0
31.2408 	DATA 	jitter = 0.0
31.2408 	DATA 	restDur = 20.0

31.2408 	DATA 	
31.2408 	DATA 	TR 21 | TR1 11 | TR2 10
31.2408 	DATA 	
31.2408 	DATA 	stimulation started
31.2408 	DATA 	
32.2559 	DATA 	
32.2559 	DATA 	stimulation stopped
32.2559 	DATA 	
32.7892 	DATA 	Keypress: 5
32.7892 	DATA 	TR 22 | TR1 11 | TR2 11
