subject,volume,modality,data,vessel,stimDur
sub-06,39,bold,-5.0113234445873225,veins,12
sub-06,39,bold,-2.3050745401772983,arteries,12
sub-06,40,bold,-4.908768477925719,veins,12
sub-06,40,bold,-2.3882313827086645,arteries,12
sub-06,41,bold,-4.889891061212966,veins,12
sub-06,41,bold,-2.4801413437592146,arteries,12
sub-06,42,bold,-4.900836413489778,veins,12
sub-06,42,bold,-2.567486017770849,arteries,12
sub-06,43,bold,-4.92458252854869,veins,12
sub-06,43,bold,-2.650970565508452,arteries,12
sub-06,44,bold,-4.954015402623314,veins,12
sub-06,44,bold,-2.7671037868489377,arteries,12
sub-06,45,bold,-4.868847565265504,veins,12
sub-06,45,bold,-2.812172688645334,arteries,12
sub-06,46,bold,-4.653149333112709,veins,12
sub-06,46,bold,-2.751258184909613,arteries,12
sub-06,47,bold,-4.278523069971751,veins,12
sub-06,47,bold,-2.572186990366298,arteries,12
sub-06,48,bold,-3.7024364132733165,veins,12
sub-06,48,bold,-2.2098546950357165,arteries,12
sub-06,49,bold,-3.0156896706913945,veins,12
sub-06,49,bold,-1.8164203174943003,arteries,12
sub-06,50,bold,-2.319337917693786,veins,12
sub-06,50,bold,-1.4205019303566595,arteries,12
sub-06,51,bold,-1.708331281844189,veins,12
sub-06,51,bold,-1.091934889446931,arteries,12
sub-06,52,bold,-1.260257084664097,veins,12
sub-06,52,bold,-0.9032626216917881,arteries,12
sub-06,0,vaso,-1.791260461700704,veins,24
sub-06,0,vaso,2.0783876194351514,arteries,24
sub-06,1,vaso,-1.75949186193886,veins,24
sub-06,1,vaso,1.6271492024025729,arteries,24
sub-06,2,vaso,-1.5684464176556006,veins,24
sub-06,2,vaso,1.2079327560884925,arteries,24
sub-06,3,vaso,-1.4660977794480374,veins,24
sub-06,3,vaso,-0.6561543887197301,arteries,24
sub-06,4,vaso,-0.9336680115359048,veins,24
sub-06,4,vaso,-0.10559471363928247,arteries,24
sub-06,5,vaso,-0.3711156368968937,veins,24
sub-06,5,vaso,-1.478091470646784,arteries,24
sub-06,6,vaso,0.6324719798395679,veins,24
sub-06,6,vaso,-0.8480077433954398,arteries,24
sub-06,7,vaso,1.8113846559017335,veins,24
sub-06,7,vaso,-0.1865797679957304,arteries,24
sub-06,8,vaso,3.00191977535344,veins,24
sub-06,8,vaso,-1.0566266252477634,arteries,24
sub-06,9,vaso,4.08037043065978,veins,24
sub-06,9,vaso,-1.0610741424702304,arteries,24
sub-06,10,vaso,4.653299773568703,veins,24
sub-06,10,vaso,-1.2993302445437496,arteries,24
sub-06,11,vaso,5.049736583171261,veins,24
sub-06,11,vaso,-1.9953196069596653,arteries,24
sub-06,12,vaso,5.037945429511291,veins,24
sub-06,12,vaso,-2.3759302509492612,arteries,24
sub-06,13,vaso,4.976587878499508,veins,24
sub-06,13,vaso,-2.8264582060756647,arteries,24
sub-06,14,vaso,5.123240212039145,veins,24
sub-06,14,vaso,-3.123835292393612,arteries,24
sub-06,15,vaso,5.468971511893144,veins,24
sub-06,15,vaso,-2.90222848633853,arteries,24
sub-06,16,vaso,5.916766867726739,veins,24
sub-06,16,vaso,-2.9246537112735242,arteries,24
sub-06,17,vaso,6.460241890173595,veins,24
sub-06,17,vaso,-2.765674952763863,arteries,24
sub-06,18,vaso,7.01689234165707,veins,24
sub-06,18,vaso,-2.751678558054121,arteries,24
sub-06,19,vaso,7.251901867092071,veins,24
sub-06,19,vaso,-2.497764795059454,arteries,24
sub-06,20,vaso,7.483212622441423,veins,24
sub-06,20,vaso,-0.3573963878761312,arteries,24
sub-06,21,vaso,7.4678719451442195,veins,24
sub-06,21,vaso,-0.37970411069333726,arteries,24
sub-06,22,vaso,7.08363266937283,veins,24
sub-06,22,vaso,-0.8200510095931489,arteries,24
sub-06,23,vaso,6.6465351092953275,veins,24
sub-06,23,vaso,-3.0747488119658777,arteries,24
sub-06,24,vaso,6.316026016880628,veins,24
sub-06,24,vaso,-1.4715273108874367,arteries,24
sub-06,25,vaso,5.9236743244122385,veins,24
sub-06,25,vaso,-1.9128360083597207,arteries,24
sub-06,26,vaso,5.743614949022858,veins,24
sub-06,26,vaso,-1.8911244739082747,arteries,24
sub-06,27,vaso,5.56198545216326,veins,24
sub-06,27,vaso,-3.7592947502487197,arteries,24
sub-06,28,vaso,5.523955312324582,veins,24
sub-06,28,vaso,-3.4147855315392226,arteries,24
sub-06,29,vaso,5.518133387189156,veins,24
sub-06,29,vaso,-2.7253495645875505,arteries,24
sub-06,30,vaso,5.343705126169872,veins,24
sub-06,30,vaso,-2.887333029021289,arteries,24
sub-06,31,vaso,5.3694623281707035,veins,24
sub-06,31,vaso,-3.5128228456245667,arteries,24
sub-06,32,vaso,5.458083153973866,veins,24
sub-06,32,vaso,-4.451183695129323,arteries,24
sub-06,33,vaso,5.590316809581165,veins,24
sub-06,33,vaso,-2.940406708822526,arteries,24
sub-06,34,vaso,5.6297278443166645,veins,24
sub-06,34,vaso,-3.2925345714733436,arteries,24
sub-06,35,vaso,5.391938595631435,veins,24
sub-06,35,vaso,-3.2534778163640827,arteries,24
sub-06,36,vaso,4.753014669997193,veins,24
sub-06,36,vaso,-4.577268746161362,arteries,24
sub-06,37,vaso,3.7873392381103774,veins,24
sub-06,37,vaso,-3.9889075272080885,arteries,24
sub-06,38,vaso,2.5729687777680477,veins,24
sub-06,38,vaso,-2.9596628104116287,arteries,24
sub-06,39,vaso,1.1042356121672543,veins,24
sub-06,39,vaso,-2.0492349276002266,arteries,24
sub-06,40,vaso,-0.3435509181217044,veins,24
sub-06,40,vaso,-1.0089967771893158,arteries,24
sub-06,41,vaso,-1.6374827714132068,veins,24
sub-06,41,vaso,1.717381186502178,arteries,24
sub-06,42,vaso,-2.603264882863144,veins,24
sub-06,42,vaso,1.9235503477473352,arteries,24
sub-06,43,vaso,-2.940498378301112,veins,24
sub-06,43,vaso,2.029397871233214,arteries,24
sub-06,44,vaso,-3.0045993654703413,veins,24
sub-06,44,vaso,0.2069695255718642,arteries,24
sub-06,45,vaso,-3.039881177045942,veins,24
sub-06,45,vaso,-0.11416432846431027,arteries,24
sub-06,46,vaso,-3.332868289232535,veins,24
sub-06,46,vaso,0.4415688746260661,arteries,24
sub-06,47,vaso,-3.7917660193584104,veins,24
sub-06,47,vaso,0.4720408628884069,arteries,24
sub-06,48,vaso,-4.5765296864418445,veins,24
sub-06,48,vaso,0.710463512826255,arteries,24
sub-06,49,vaso,-5.209928658111038,veins,24
sub-06,49,vaso,1.0145147438056736,arteries,24
sub-06,50,vaso,-5.5648414369458985,veins,24
sub-06,50,vaso,1.2893995819536048,arteries,24
sub-06,51,vaso,-5.4996590018712,veins,24
sub-06,51,vaso,1.5005976334382312,arteries,24
sub-06,52,vaso,-5.120618445811572,veins,24
sub-06,52,vaso,1.7044155979246922,arteries,24
sub-06,53,vaso,-4.44435313020311,veins,24
sub-06,53,vaso,1.6178436450267992,arteries,24
sub-06,54,vaso,-3.8331822804414717,veins,24
sub-06,54,vaso,1.5418385052149226,arteries,24
sub-06,55,vaso,-3.1523790218435384,veins,24
sub-06,55,vaso,1.6802339634649395,arteries,24
sub-06,56,vaso,-2.779303066393256,veins,24
sub-06,56,vaso,1.525457149560547,arteries,24
sub-06,57,vaso,-2.546378764236526,veins,24
sub-06,57,vaso,1.5136201753284921,arteries,24
sub-06,58,vaso,-2.5111345572369994,veins,24
sub-06,58,vaso,1.1908680998366634,arteries,24
sub-06,59,vaso,-2.453407159354792,veins,24
sub-06,59,vaso,1.003642404009105,arteries,24
sub-06,60,vaso,-2.4477107148818558,veins,24
sub-06,60,vaso,0.714374961514563,arteries,24
sub-06,61,vaso,-2.577949296461047,veins,24
sub-06,61,vaso,0.40109507834299224,arteries,24
sub-06,62,vaso,-2.803351129509063,veins,24
sub-06,62,vaso,0.26121308295311274,arteries,24
sub-06,63,vaso,-3.108475558336034,veins,24
sub-06,63,vaso,-0.5237476316539579,arteries,24
sub-06,64,vaso,-3.4874557140787505,veins,24
sub-06,64,vaso,-0.5584087061234743,arteries,24
sub-06,65,vaso,-3.69667628946597,veins,24
sub-06,65,vaso,1.5141523637462995,arteries,24
sub-06,66,vaso,-3.8165464245088105,veins,24
sub-06,66,vaso,1.4376226098751996,arteries,24
sub-06,67,vaso,-3.57680656637874,veins,24
sub-06,67,vaso,1.520676935188998,arteries,24
sub-06,68,vaso,-2.7590310350111307,veins,24
sub-06,68,vaso,-0.6932953938847617,arteries,24
sub-06,69,vaso,-1.6195000496837442,veins,24
sub-06,69,vaso,-0.8952830451328107,arteries,24
sub-06,70,vaso,-0.5464884239489971,veins,24
sub-06,70,vaso,-1.1829680694383087,arteries,24
sub-06,71,vaso,0.5622579122451156,veins,24
sub-06,71,vaso,-1.1340365422729217,arteries,24
sub-06,72,vaso,1.3112932337606615,veins,24
sub-06,72,vaso,-0.8875427418754821,arteries,24
sub-06,73,vaso,1.7745847719638819,veins,24
sub-06,73,vaso,0.765447002317741,arteries,24
sub-06,74,vaso,1.9616304800387647,veins,24
sub-06,74,vaso,0.8681735122178322,arteries,24
sub-06,75,vaso,1.8376534830335454,veins,24
sub-06,75,vaso,1.0169672800057965,arteries,24
sub-06,76,vaso,1.786616178679541,veins,24
sub-06,76,vaso,-0.33482306453682426,arteries,24
sub-06,77,vaso,1.5501422128890954,veins,24
sub-06,77,vaso,0.047361267977046366,arteries,24
sub-06,78,vaso,1.4137115404040803,veins,24
sub-06,78,vaso,0.343629233336223,arteries,24
sub-06,79,vaso,1.4566280145637287,veins,24
sub-06,79,vaso,0.462512243460261,arteries,24
sub-06,80,vaso,1.3598485066008001,veins,24
sub-06,80,vaso,0.31536611313545204,arteries,24
sub-06,0,bold,-3.300419866804837,veins,24
sub-06,0,bold,-2.1579519157363602,arteries,24
sub-06,1,bold,-3.2827168384149967,veins,24
sub-06,1,bold,-2.294812892419885,arteries,24
sub-06,2,bold,-3.048013216716369,veins,24
sub-06,2,bold,-2.351063380056907,arteries,24
sub-06,3,bold,-2.4469465583575984,veins,24
sub-06,3,bold,-2.1408125734124797,arteries,24
sub-06,4,bold,-1.5622336075251821,veins,24
sub-06,4,bold,-1.7401658343424982,arteries,24
sub-06,5,bold,-0.4580336357673437,veins,24
sub-06,5,bold,-1.1768500909955293,arteries,24
sub-06,6,bold,0.7710664835359157,veins,24
sub-06,6,bold,-0.4810933380251503,arteries,24
sub-06,7,bold,1.9424684900181417,veins,24
sub-06,7,bold,0.17031312539961713,arteries,24
sub-06,8,bold,3.070568537433209,veins,24
sub-06,8,bold,0.8211263093645844,arteries,24
sub-06,9,bold,4.144791167842104,veins,24
sub-06,9,bold,1.4738012181630713,arteries,24
sub-06,10,bold,5.134208648016437,veins,24
sub-06,10,bold,2.098663091740312,arteries,24
sub-06,11,bold,6.085755827851311,veins,24
sub-06,11,bold,2.79156409161604,arteries,24
sub-06,12,bold,6.96277732464118,veins,24
sub-06,12,bold,3.502569911791653,arteries,24
sub-06,13,bold,7.732991397553069,veins,24
sub-06,13,bold,4.154772402879423,arteries,24
sub-06,14,bold,8.446989343003922,veins,24
sub-06,14,bold,4.7838900313567745,arteries,24
sub-06,15,bold,9.116355176534999,veins,24
sub-06,15,bold,5.29392716278751,arteries,24
sub-06,16,bold,9.726434058873235,veins,24
sub-06,16,bold,5.709364434549898,arteries,24
sub-06,17,bold,10.285816975598486,veins,24
sub-06,17,bold,6.0449603375117,arteries,24
sub-06,18,bold,10.731286305020452,veins,24
sub-06,18,bold,6.272461108472493,arteries,24
sub-06,19,bold,11.008257332860964,veins,24
sub-06,19,bold,6.421646193099204,arteries,24
sub-06,20,bold,11.145542918640311,veins,24
sub-06,20,bold,6.486181310568772,arteries,24
sub-06,21,bold,11.149032849184168,veins,24
sub-06,21,bold,6.454591376859216,arteries,24
sub-06,22,bold,11.071460667498041,veins,24
sub-06,22,bold,6.362903533617419,arteries,24
sub-06,23,bold,10.98982925532314,veins,24
sub-06,23,bold,6.199833402057329,arteries,24
sub-06,24,bold,10.899679825238753,veins,24
sub-06,24,bold,5.998737253229708,arteries,24
sub-06,25,bold,10.799691251185589,veins,24
sub-06,25,bold,5.787264542765113,arteries,24
sub-06,26,bold,10.708605308544296,veins,24
sub-06,26,bold,5.575463042948665,arteries,24
sub-06,27,bold,10.551583773142568,veins,24
sub-06,27,bold,5.374937634422211,arteries,24
sub-06,28,bold,10.368446624177299,veins,24
sub-06,28,bold,5.1848834856479,arteries,24
sub-06,29,bold,10.20685152267127,veins,24
sub-06,29,bold,4.998045683691193,arteries,24
sub-06,30,bold,10.068965394376143,veins,24
sub-06,30,bold,4.857673083971104,arteries,24
sub-06,31,bold,10.058420715779635,veins,24
sub-06,31,bold,4.782605931731289,arteries,24
sub-06,32,bold,10.09824334460006,veins,24
sub-06,32,bold,4.789950440467347,arteries,24
sub-06,33,bold,10.052362744407889,veins,24
sub-06,33,bold,4.872492681835542,arteries,24
sub-06,34,bold,9.812446782243624,veins,24
sub-06,34,bold,4.923152516273776,arteries,24
sub-06,35,bold,9.181956076100635,veins,24
sub-06,35,bold,4.842704395150324,arteries,24
sub-06,36,bold,8.088540120631157,veins,24
sub-06,36,bold,4.522778358351424,arteries,24
sub-06,37,bold,6.548883008022446,veins,24
sub-06,37,bold,3.858311598836077,arteries,24
sub-06,38,bold,4.606525741935908,veins,24
sub-06,38,bold,2.880713280772257,arteries,24
sub-06,39,bold,2.3902630324945155,veins,24
sub-06,39,bold,1.6205258228572634,arteries,24
sub-06,40,bold,0.14948380242206294,veins,24
sub-06,40,bold,0.2457933743208979,arteries,24
sub-06,41,bold,-1.9318460603017915,veins,24
sub-06,41,bold,-1.0625829560323754,arteries,24
sub-06,42,bold,-3.639637198477553,veins,24
sub-06,42,bold,-2.170866471864679,arteries,24
sub-06,43,bold,-4.791530110189196,veins,24
sub-06,43,bold,-2.9318212398045786,arteries,24
sub-06,44,bold,-5.48459184203857,veins,24
sub-06,44,bold,-3.352321547170699,arteries,24
sub-06,45,bold,-5.811681978742016,veins,24
sub-06,45,bold,-3.511942683224068,arteries,24
sub-06,46,bold,-5.928298269009383,veins,24
sub-06,46,bold,-3.493548112546279,arteries,24
sub-06,47,bold,-6.0578581601011825,veins,24
sub-06,47,bold,-3.4310847162361804,arteries,24
sub-06,48,bold,-6.17532579209914,veins,24
sub-06,48,bold,-3.3966799541810793,arteries,24
sub-06,49,bold,-6.324062214598222,veins,24
sub-06,49,bold,-3.4158176071594055,arteries,24
sub-06,50,bold,-6.462227104312221,veins,24
sub-06,50,bold,-3.492018033191755,arteries,24
sub-06,51,bold,-6.5214054296505015,veins,24
sub-06,51,bold,-3.6187101238099006,arteries,24
sub-06,52,bold,-6.5290689963097,veins,24
sub-06,52,bold,-3.726771198985982,arteries,24
sub-06,53,bold,-6.4708343751070085,veins,24
sub-06,53,bold,-3.821170570200147,arteries,24
sub-06,54,bold,-6.350737862836496,veins,24
sub-06,54,bold,-3.857408676675571,arteries,24
sub-06,55,bold,-6.193239490091931,veins,24
sub-06,55,bold,-3.8049087861189097,arteries,24
sub-06,56,bold,-5.989635725191254,veins,24
sub-06,56,bold,-3.7171049891612147,arteries,24
sub-06,57,bold,-5.723904521043096,veins,24
sub-06,57,bold,-3.5753851642983356,arteries,24
sub-06,58,bold,-5.441837153837315,veins,24
sub-06,58,bold,-3.4344937794936503,arteries,24
sub-06,59,bold,-5.14006406937587,veins,24
sub-06,59,bold,-3.330819244651487,arteries,24
sub-06,60,bold,-4.872827760014795,veins,24
sub-06,60,bold,-3.233030831245744,arteries,24
sub-06,61,bold,-4.739745318839196,veins,24
sub-06,61,bold,-3.1866381136902424,arteries,24
sub-06,62,bold,-4.704539837666726,veins,24
sub-06,62,bold,-3.1519583213555578,arteries,24
sub-06,63,bold,-4.824586964490851,veins,24
sub-06,63,bold,-3.138135936086866,arteries,24
sub-06,64,bold,-4.983968404804935,veins,24
sub-06,64,bold,-3.1697113019118377,arteries,24
sub-06,65,bold,-5.0201718164869265,veins,24
sub-06,65,bold,-3.1844735389316448,arteries,24
sub-06,66,bold,-4.876503009135556,veins,24
sub-06,66,bold,-3.1482628967487387,arteries,24
sub-06,67,bold,-4.409997324218374,veins,24
sub-06,67,bold,-3.0012432151597963,arteries,24
sub-06,68,bold,-3.665142359145624,veins,24
sub-06,68,bold,-2.695601601002707,arteries,24
sub-06,69,bold,-2.7517899774287105,veins,24
sub-06,69,bold,-2.1880108477269045,arteries,24
sub-06,70,bold,-1.7576829181446798,veins,24
sub-06,70,bold,-1.5665804613524608,arteries,24
sub-06,71,bold,-0.8200763548885682,veins,24
sub-06,71,bold,-0.865485066903129,arteries,24
sub-06,72,bold,-0.026753205920022373,veins,24
sub-06,72,bold,-0.20969850624577216,arteries,24
sub-06,73,bold,0.582936722888187,veins,24
sub-06,73,bold,0.27156364306453923,arteries,24
sub-06,74,bold,0.9812254264017364,veins,24
sub-06,74,bold,0.5806957358688587,arteries,24
sub-06,75,bold,1.1559458366276683,veins,24
sub-06,75,bold,0.6861608297548631,arteries,24
sub-06,76,bold,1.18415495711812,veins,24
sub-06,76,bold,0.6563837634368618,arteries,24
sub-06,77,bold,1.1131257566400306,veins,24
sub-06,77,bold,0.6298905434581563,arteries,24
sub-06,78,bold,1.0084461604844137,veins,24
sub-06,78,bold,0.6021342064072359,arteries,24
sub-06,79,bold,0.9744492626622252,veins,24
sub-06,79,bold,0.6360861178952657,arteries,24
sub-06,80,bold,0.9941175198715814,veins,24
sub-06,80,bold,0.7065713591413781,arteries,24
