subject,volume,modality,data,stimDur
sub-05,44,vaso,1.063743528546087,1
sub-05,45,vaso,0.929131452808317,1
sub-05,46,vaso,0.7831115740419223,1
sub-05,47,vaso,0.5800526801324049,1
sub-05,48,vaso,0.5230136649892819,1
sub-05,49,vaso,0.5275767862007318,1
sub-05,50,vaso,0.6393732558812527,1
sub-05,51,vaso,0.792237816464822,1
sub-05,52,vaso,0.9861704679514398,1
sub-05,53,vaso,1.1664137558037082,1
sub-05,54,vaso,1.1937924830724072,1
sub-05,55,vaso,1.1572875133808085,1
sub-05,56,vaso,0.9701995437113654,1
sub-05,57,vaso,0.8584030740308446,1
sub-05,58,vaso,0.764859089196123,1
sub-05,59,vaso,0.7192278770816247,1
sub-05,60,vaso,0.7580144073789483,1
sub-05,0,bold,-0.21543271039051332,1
sub-05,1,bold,-0.034535786198661815,1
sub-05,2,bold,0.19075881651547177,1
sub-05,3,bold,0.46076597490452775,1
sub-05,4,bold,0.7314028875988643,1
sub-05,5,bold,0.9820451011005419,1
sub-05,6,bold,1.202616546525071,1
sub-05,7,bold,1.3803646991905194,1
sub-05,8,bold,1.5351268197132262,1
sub-05,9,bold,1.6766640998250404,1
sub-05,10,bold,1.8073381181707642,1
sub-05,11,bold,1.942105539500812,1
sub-05,12,bold,2.0723072421175757,1
sub-05,13,bold,2.1886543500181657,1
sub-05,14,bold,2.2820154257760144,1
sub-05,15,bold,2.3426292776592716,1
sub-05,16,bold,2.3667173798362544,1
sub-05,17,bold,2.366087625530974,1
sub-05,18,bold,2.3445185405751134,1
sub-05,19,bold,2.322162262737652,1
sub-05,20,bold,2.301065493510752,1
sub-05,21,bold,2.285793951607698,1
sub-05,22,bold,2.272254234044165,1
sub-05,23,bold,2.2568252535647906,1
sub-05,24,bold,2.236358238643171,1
sub-05,25,bold,2.2105383121266664,1
sub-05,26,bold,2.175114632454633,1
sub-05,27,bold,2.145988495835405,1
sub-05,28,bold,2.136227304103556,1
sub-05,29,bold,2.142682285732682,1
sub-05,30,bold,2.172910492386151,1
sub-05,31,bold,2.201564313276418,1
sub-05,32,bold,2.1998324889368965,1
sub-05,33,bold,2.148507513056528,1
sub-05,34,bold,2.016731424676563,1
sub-05,35,bold,1.7909645062334687,1
sub-05,36,bold,1.487422931088221,1
sub-05,37,bold,1.0826483513691172,1
sub-05,38,bold,0.6311145144829292,1
sub-05,39,bold,0.15627976830135906,1
sub-05,40,bold,-0.3076917161141208,1
sub-05,41,bold,-0.685544299282479,1
sub-05,42,bold,-0.9553940190952148,1
sub-05,43,bold,-1.1032288422598349,1
sub-05,44,bold,-1.1351888732528252,1
sub-05,45,bold,-1.0925230190700648,1
sub-05,46,bold,-1.0226202911839186,1
sub-05,47,bold,-0.9591725449268984,1
sub-05,48,bold,-0.925008373865426,1
sub-05,49,bold,-0.9281571453918289,1
sub-05,50,bold,-0.9582279134689775,1
sub-05,51,bold,-1.0150632395205514,1
sub-05,52,bold,-1.0956717905964677,1
sub-05,53,bold,-1.1725018158407006,1
sub-05,54,bold,-1.23516236921612,1
sub-05,55,bold,-1.2548421912561387,1
sub-05,56,bold,-1.2157974243287417,1
sub-05,57,bold,-1.1314103474211417,1
sub-05,58,bold,-1.0076636264335044,1
sub-05,59,bold,-0.8887975013117917,1
sub-05,60,bold,-0.7974831270461051,1
sub-05,0,vaso,0.4477221650003597,2
sub-05,1,vaso,0.18990581655344427,2
sub-05,2,vaso,-0.05193960765339681,2
sub-05,3,vaso,-0.3234453197346618,2
sub-05,4,vaso,-0.563009183335778,2
sub-05,5,vaso,-0.7432524711880463,2
sub-05,6,vaso,-0.9577191681261884,2
sub-05,7,vaso,-1.1470886984013564,2
sub-05,8,vaso,-1.3957788044253723,2
sub-05,9,vaso,-1.617090183180689,2
sub-05,10,vaso,-1.72432353164976,2
sub-05,11,vaso,-1.884032774050504,2
sub-05,12,vaso,-1.968450516462326,2
sub-05,13,vaso,-1.9524795922222515,2
sub-05,14,vaso,-1.9000036982905786,2
sub-05,15,vaso,-1.8452462437531807,2
sub-05,16,vaso,-1.7311682134669348,2
sub-05,17,vaso,-1.6627213952951874,2
sub-05,18,vaso,-1.6262164256035887,2
sub-05,19,vaso,-1.591993016517715,2
sub-05,20,vaso,-1.6399057892379383,2
sub-05,21,vaso,-1.6535951528722876,2
sub-05,22,vaso,-1.6513135922665627,2
sub-05,23,vaso,-1.6239348649978638,2
sub-05,24,vaso,-1.562332728643291,2
sub-05,25,vaso,-1.4642256225971197,2
sub-05,26,vaso,-1.400341925636822,2
sub-05,27,vaso,-1.3798078801852978,2
sub-05,28,vaso,-1.4071866074539967,2
sub-05,29,vaso,-1.457380940779945,2
sub-05,30,vaso,-1.566895849854741,2
sub-05,31,vaso,-1.674129198323812,2
sub-05,32,vaso,-1.726605092255485,2
sub-05,33,vaso,-1.699226364986786,2
sub-05,34,vaso,-1.587429895306265,2
sub-05,35,vaso,-1.3273319862536248,2
sub-05,36,vaso,-1.0946128044696832,2
sub-05,37,vaso,-0.7158737439193473,2
sub-05,38,vaso,-0.3257268803403867,2
sub-05,39,vaso,0.08495402869009813,2
sub-05,40,vaso,0.48879025590340824,2
sub-05,41,vaso,0.8287427861564207,2
sub-05,42,vaso,1.0591804073346371,2
sub-05,43,vaso,1.1276272255063846,2
sub-05,44,vaso,1.063743528546087,2
sub-05,45,vaso,0.929131452808317,2
sub-05,46,vaso,0.7831115740419223,2
sub-05,47,vaso,0.5800526801324049,2
sub-05,48,vaso,0.5230136649892819,2
sub-05,49,vaso,0.5275767862007318,2
sub-05,50,vaso,0.6393732558812527,2
sub-05,51,vaso,0.792237816464822,2
sub-05,52,vaso,0.9861704679514398,2
sub-05,53,vaso,1.1664137558037082,2
sub-05,54,vaso,1.1937924830724072,2
sub-05,55,vaso,1.1572875133808085,2
sub-05,56,vaso,0.9701995437113654,2
sub-05,57,vaso,0.8584030740308446,2
sub-05,58,vaso,0.764859089196123,2
sub-05,59,vaso,0.7192278770816247,2
sub-05,60,vaso,0.7580144073789483,2
sub-05,0,bold,-0.21543271039051332,2
sub-05,1,bold,-0.034535786198661815,2
sub-05,2,bold,0.19075881651547177,2
sub-05,3,bold,0.46076597490452775,2
sub-05,4,bold,0.7314028875988643,2
sub-05,5,bold,0.9820451011005419,2
sub-05,6,bold,1.202616546525071,2
sub-05,7,bold,1.3803646991905194,2
sub-05,8,bold,1.5351268197132262,2
sub-05,9,bold,1.6766640998250404,2
sub-05,10,bold,1.8073381181707642,2
sub-05,11,bold,1.942105539500812,2
sub-05,12,bold,2.0723072421175757,2
sub-05,13,bold,2.1886543500181657,2
sub-05,14,bold,2.2820154257760144,2
sub-05,15,bold,2.3426292776592716,2
sub-05,16,bold,2.3667173798362544,2
sub-05,17,bold,2.366087625530974,2
sub-05,18,bold,2.3445185405751134,2
sub-05,19,bold,2.322162262737652,2
sub-05,20,bold,2.301065493510752,2
sub-05,21,bold,2.285793951607698,2
sub-05,22,bold,2.272254234044165,2
sub-05,23,bold,2.2568252535647906,2
sub-05,24,bold,2.236358238643171,2
sub-05,25,bold,2.2105383121266664,2
sub-05,26,bold,2.175114632454633,2
sub-05,27,bold,2.145988495835405,2
sub-05,28,bold,2.136227304103556,2
sub-05,29,bold,2.142682285732682,2
sub-05,30,bold,2.172910492386151,2
sub-05,31,bold,2.201564313276418,2
sub-05,32,bold,2.1998324889368965,2
sub-05,33,bold,2.148507513056528,2
sub-05,34,bold,2.016731424676563,2
sub-05,35,bold,1.7909645062334687,2
sub-05,36,bold,1.487422931088221,2
sub-05,37,bold,1.0826483513691172,2
sub-05,38,bold,0.6311145144829292,2
sub-05,39,bold,0.15627976830135906,2
sub-05,40,bold,-0.3076917161141208,2
sub-05,41,bold,-0.685544299282479,2
sub-05,42,bold,-0.9553940190952148,2
sub-05,43,bold,-1.1032288422598349,2
sub-05,44,bold,-1.1351888732528252,2
sub-05,45,bold,-1.0925230190700648,2
sub-05,46,bold,-1.0226202911839186,2
sub-05,47,bold,-0.9591725449268984,2
sub-05,48,bold,-0.925008373865426,2
sub-05,49,bold,-0.9281571453918289,2
sub-05,50,bold,-0.9582279134689775,2
sub-05,51,bold,-1.0150632395205514,2
sub-05,52,bold,-1.0956717905964677,2
sub-05,53,bold,-1.1725018158407006,2
sub-05,54,bold,-1.23516236921612,2
sub-05,55,bold,-1.2548421912561387,2
sub-05,56,bold,-1.2157974243287417,2
sub-05,57,bold,-1.1314103474211417,2
sub-05,58,bold,-1.0076636264335044,2
sub-05,59,bold,-0.8887975013117917,2
sub-05,60,bold,-0.7974831270461051,2
sub-05,0,vaso,0.4477221650003597,4
sub-05,1,vaso,0.18990581655344427,4
sub-05,2,vaso,-0.05193960765339681,4
sub-05,3,vaso,-0.3234453197346618,4
sub-05,4,vaso,-0.563009183335778,4
sub-05,5,vaso,-0.7432524711880463,4
sub-05,6,vaso,-0.9577191681261884,4
sub-05,7,vaso,-1.1470886984013564,4
sub-05,8,vaso,-1.3957788044253723,4
sub-05,9,vaso,-1.617090183180689,4
sub-05,10,vaso,-1.72432353164976,4
sub-05,11,vaso,-1.884032774050504,4
sub-05,12,vaso,-1.968450516462326,4
sub-05,13,vaso,-1.9524795922222515,4
sub-05,14,vaso,-1.9000036982905786,4
sub-05,15,vaso,-1.8452462437531807,4
sub-05,16,vaso,-1.7311682134669348,4
sub-05,17,vaso,-1.6627213952951874,4
sub-05,18,vaso,-1.6262164256035887,4
sub-05,19,vaso,-1.591993016517715,4
sub-05,20,vaso,-1.6399057892379383,4
sub-05,21,vaso,-1.6535951528722876,4
sub-05,22,vaso,-1.6513135922665627,4
sub-05,23,vaso,-1.6239348649978638,4
sub-05,24,vaso,-1.562332728643291,4
sub-05,25,vaso,-1.4642256225971197,4
sub-05,26,vaso,-1.400341925636822,4
sub-05,27,vaso,-1.3798078801852978,4
sub-05,28,vaso,-1.4071866074539967,4
sub-05,29,vaso,-1.457380940779945,4
sub-05,30,vaso,-1.566895849854741,4
sub-05,31,vaso,-1.674129198323812,4
sub-05,32,vaso,-1.726605092255485,4
sub-05,33,vaso,-1.699226364986786,4
sub-05,34,vaso,-1.587429895306265,4
sub-05,35,vaso,-1.3273319862536248,4
sub-05,36,vaso,-1.0946128044696832,4
sub-05,37,vaso,-0.7158737439193473,4
sub-05,38,vaso,-0.3257268803403867,4
sub-05,39,vaso,0.08495402869009813,4
sub-05,40,vaso,0.48879025590340824,4
sub-05,41,vaso,0.8287427861564207,4
sub-05,42,vaso,1.0591804073346371,4
sub-05,43,vaso,1.1276272255063846,4
sub-05,44,vaso,1.063743528546087,4
sub-05,45,vaso,0.929131452808317,4
sub-05,46,vaso,0.7831115740419223,4
sub-05,47,vaso,0.5800526801324049,4
sub-05,48,vaso,0.5230136649892819,4
sub-05,49,vaso,0.5275767862007318,4
sub-05,50,vaso,0.6393732558812527,4
sub-05,51,vaso,0.792237816464822,4
sub-05,52,vaso,0.9861704679514398,4
sub-05,53,vaso,1.1664137558037082,4
sub-05,54,vaso,1.1937924830724072,4
sub-05,55,vaso,1.1572875133808085,4
sub-05,56,vaso,0.9701995437113654,4
sub-05,57,vaso,0.8584030740308446,4
sub-05,58,vaso,0.764859089196123,4
sub-05,59,vaso,0.7192278770816247,4
sub-05,60,vaso,0.7580144073789483,4
sub-05,0,bold,-0.21543271039051332,4
sub-05,1,bold,-0.034535786198661815,4
sub-05,2,bold,0.19075881651547177,4
sub-05,3,bold,0.46076597490452775,4
sub-05,4,bold,0.7314028875988643,4
sub-05,5,bold,0.9820451011005419,4
sub-05,6,bold,1.202616546525071,4
sub-05,7,bold,1.3803646991905194,4
sub-05,8,bold,1.5351268197132262,4
sub-05,9,bold,1.6766640998250404,4
sub-05,10,bold,1.8073381181707642,4
sub-05,11,bold,1.942105539500812,4
sub-05,12,bold,2.0723072421175757,4
sub-05,13,bold,2.1886543500181657,4
sub-05,14,bold,2.2820154257760144,4
sub-05,15,bold,2.3426292776592716,4
sub-05,16,bold,2.3667173798362544,4
sub-05,17,bold,2.366087625530974,4
sub-05,18,bold,2.3445185405751134,4
sub-05,19,bold,2.322162262737652,4
sub-05,20,bold,2.301065493510752,4
sub-05,21,bold,2.285793951607698,4
sub-05,22,bold,2.272254234044165,4
sub-05,23,bold,2.2568252535647906,4
sub-05,24,bold,2.236358238643171,4
sub-05,25,bold,2.2105383121266664,4
sub-05,26,bold,2.175114632454633,4
sub-05,27,bold,2.145988495835405,4
sub-05,28,bold,2.136227304103556,4
sub-05,29,bold,2.142682285732682,4
sub-05,30,bold,2.172910492386151,4
sub-05,31,bold,2.201564313276418,4
sub-05,32,bold,2.1998324889368965,4
sub-05,33,bold,2.148507513056528,4
sub-05,34,bold,2.016731424676563,4
sub-05,35,bold,1.7909645062334687,4
sub-05,36,bold,1.487422931088221,4
sub-05,37,bold,1.0826483513691172,4
sub-05,38,bold,0.6311145144829292,4
sub-05,39,bold,0.15627976830135906,4
sub-05,40,bold,-0.3076917161141208,4
sub-05,41,bold,-0.685544299282479,4
sub-05,42,bold,-0.9553940190952148,4
sub-05,43,bold,-1.1032288422598349,4
sub-05,44,bold,-1.1351888732528252,4
sub-05,45,bold,-1.0925230190700648,4
sub-05,46,bold,-1.0226202911839186,4
sub-05,47,bold,-0.9591725449268984,4
sub-05,48,bold,-0.925008373865426,4
sub-05,49,bold,-0.9281571453918289,4
sub-05,50,bold,-0.9582279134689775,4
sub-05,51,bold,-1.0150632395205514,4
sub-05,52,bold,-1.0956717905964677,4
sub-05,53,bold,-1.1725018158407006,4
sub-05,54,bold,-1.23516236921612,4
sub-05,55,bold,-1.2548421912561387,4
sub-05,56,bold,-1.2157974243287417,4
sub-05,57,bold,-1.1314103474211417,4
sub-05,58,bold,-1.0076636264335044,4
sub-05,59,bold,-0.8887975013117917,4
sub-05,60,bold,-0.7974831270461051,4
sub-05,0,vaso,0.4477221650003597,12
sub-05,1,vaso,0.18990581655344427,12
sub-05,2,vaso,-0.05193960765339681,12
sub-05,3,vaso,-0.3234453197346618,12
sub-05,4,vaso,-0.563009183335778,12
sub-05,5,vaso,-0.7432524711880463,12
sub-05,6,vaso,-0.9577191681261884,12
sub-05,7,vaso,-1.1470886984013564,12
sub-05,8,vaso,-1.3957788044253723,12
sub-05,9,vaso,-1.617090183180689,12
sub-05,10,vaso,-1.72432353164976,12
sub-05,11,vaso,-1.884032774050504,12
sub-05,12,vaso,-1.968450516462326,12
sub-05,13,vaso,-1.9524795922222515,12
sub-05,14,vaso,-1.9000036982905786,12
sub-05,15,vaso,-1.8452462437531807,12
sub-05,16,vaso,-1.7311682134669348,12
sub-05,17,vaso,-1.6627213952951874,12
sub-05,18,vaso,-1.6262164256035887,12
sub-05,19,vaso,-1.591993016517715,12
sub-05,20,vaso,-1.6399057892379383,12
sub-05,21,vaso,-1.6535951528722876,12
sub-05,22,vaso,-1.6513135922665627,12
sub-05,23,vaso,-1.6239348649978638,12
sub-05,24,vaso,-1.562332728643291,12
sub-05,25,vaso,-1.4642256225971197,12
sub-05,26,vaso,-1.400341925636822,12
sub-05,27,vaso,-1.3798078801852978,12
sub-05,28,vaso,-1.4071866074539967,12
sub-05,29,vaso,-1.457380940779945,12
sub-05,30,vaso,-1.566895849854741,12
sub-05,31,vaso,-1.674129198323812,12
sub-05,32,vaso,-1.726605092255485,12
sub-05,33,vaso,-1.699226364986786,12
sub-05,34,vaso,-1.587429895306265,12
sub-05,35,vaso,-1.3273319862536248,12
sub-05,36,vaso,-1.0946128044696832,12
sub-05,37,vaso,-0.7158737439193473,12
sub-05,38,vaso,-0.3257268803403867,12
sub-05,39,vaso,0.08495402869009813,12
sub-05,40,vaso,0.48879025590340824,12
sub-05,41,vaso,0.8287427861564207,12
sub-05,42,vaso,1.0591804073346371,12
sub-05,43,vaso,1.1276272255063846,12
sub-05,44,vaso,1.063743528546087,12
sub-05,45,vaso,0.929131452808317,12
sub-05,46,vaso,0.7831115740419223,12
sub-05,47,vaso,0.5800526801324049,12
sub-05,48,vaso,0.5230136649892819,12
sub-05,49,vaso,0.5275767862007318,12
sub-05,50,vaso,0.6393732558812527,12
sub-05,51,vaso,0.792237816464822,12
sub-05,52,vaso,0.9861704679514398,12
sub-05,53,vaso,1.1664137558037082,12
sub-05,54,vaso,1.1937924830724072,12
sub-05,55,vaso,1.1572875133808085,12
sub-05,56,vaso,0.9701995437113654,12
sub-05,57,vaso,0.8584030740308446,12
sub-05,58,vaso,0.764859089196123,12
sub-05,59,vaso,0.7192278770816247,12
sub-05,60,vaso,0.7580144073789483,12
sub-05,0,bold,-0.21543271039051332,12
sub-05,1,bold,-0.034535786198661815,12
sub-05,2,bold,0.19075881651547177,12
sub-05,3,bold,0.46076597490452775,12
sub-05,4,bold,0.7314028875988643,12
sub-05,5,bold,0.9820451011005419,12
sub-05,6,bold,1.202616546525071,12
sub-05,7,bold,1.3803646991905194,12
sub-05,8,bold,1.5351268197132262,12
sub-05,9,bold,1.6766640998250404,12
sub-05,10,bold,1.8073381181707642,12
sub-05,11,bold,1.942105539500812,12
sub-05,12,bold,2.0723072421175757,12
sub-05,13,bold,2.1886543500181657,12
sub-05,14,bold,2.2820154257760144,12
sub-05,15,bold,2.3426292776592716,12
sub-05,16,bold,2.3667173798362544,12
sub-05,17,bold,2.366087625530974,12
sub-05,18,bold,2.3445185405751134,12
sub-05,19,bold,2.322162262737652,12
sub-05,20,bold,2.301065493510752,12
sub-05,21,bold,2.285793951607698,12
sub-05,22,bold,2.272254234044165,12
sub-05,23,bold,2.2568252535647906,12
sub-05,24,bold,2.236358238643171,12
sub-05,25,bold,2.2105383121266664,12
sub-05,26,bold,2.175114632454633,12
sub-05,27,bold,2.145988495835405,12
sub-05,28,bold,2.136227304103556,12
sub-05,29,bold,2.142682285732682,12
sub-05,30,bold,2.172910492386151,12
sub-05,31,bold,2.201564313276418,12
sub-05,32,bold,2.1998324889368965,12
sub-05,33,bold,2.148507513056528,12
sub-05,34,bold,2.016731424676563,12
sub-05,35,bold,1.7909645062334687,12
sub-05,36,bold,1.487422931088221,12
sub-05,37,bold,1.0826483513691172,12
sub-05,38,bold,0.6311145144829292,12
sub-05,39,bold,0.15627976830135906,12
sub-05,40,bold,-0.3076917161141208,12
sub-05,41,bold,-0.685544299282479,12
sub-05,42,bold,-0.9553940190952148,12
sub-05,43,bold,-1.1032288422598349,12
sub-05,44,bold,-1.1351888732528252,12
sub-05,45,bold,-1.0925230190700648,12
sub-05,46,bold,-1.0226202911839186,12
sub-05,47,bold,-0.9591725449268984,12
sub-05,48,bold,-0.925008373865426,12
sub-05,49,bold,-0.9281571453918289,12
sub-05,50,bold,-0.9582279134689775,12
sub-05,51,bold,-1.0150632395205514,12
sub-05,52,bold,-1.0956717905964677,12
sub-05,53,bold,-1.1725018158407006,12
sub-05,54,bold,-1.23516236921612,12
sub-05,55,bold,-1.2548421912561387,12
sub-05,56,bold,-1.2157974243287417,12
sub-05,57,bold,-1.1314103474211417,12
sub-05,58,bold,-1.0076636264335044,12
sub-05,59,bold,-0.8887975013117917,12
sub-05,60,bold,-0.7974831270461051,12
sub-05,0,vaso,0.4477221650003597,24
sub-05,1,vaso,0.18990581655344427,24
sub-05,2,vaso,-0.05193960765339681,24
sub-05,3,vaso,-0.3234453197346618,24
sub-05,4,vaso,-0.563009183335778,24
sub-05,5,vaso,-0.7432524711880463,24
sub-05,6,vaso,-0.9577191681261884,24
sub-05,7,vaso,-1.1470886984013564,24
sub-05,8,vaso,-1.3957788044253723,24
sub-05,9,vaso,-1.617090183180689,24
sub-05,10,vaso,-1.72432353164976,24
sub-05,11,vaso,-1.884032774050504,24
sub-05,12,vaso,-1.968450516462326,24
sub-05,13,vaso,-1.9524795922222515,24
sub-05,14,vaso,-1.9000036982905786,24
sub-05,15,vaso,-1.8452462437531807,24
sub-05,16,vaso,-1.7311682134669348,24
sub-05,17,vaso,-1.6627213952951874,24
sub-05,18,vaso,-1.6262164256035887,24
sub-05,19,vaso,-1.591993016517715,24
sub-05,20,vaso,-1.6399057892379383,24
sub-05,21,vaso,-1.6535951528722876,24
sub-05,22,vaso,-1.6513135922665627,24
sub-05,23,vaso,-1.6239348649978638,24
sub-05,24,vaso,-1.562332728643291,24
sub-05,25,vaso,-1.4642256225971197,24
sub-05,26,vaso,-1.400341925636822,24
sub-05,27,vaso,-1.3798078801852978,24
sub-05,28,vaso,-1.4071866074539967,24
sub-05,29,vaso,-1.457380940779945,24
sub-05,30,vaso,-1.566895849854741,24
sub-05,31,vaso,-1.674129198323812,24
sub-05,32,vaso,-1.726605092255485,24
sub-05,33,vaso,-1.699226364986786,24
sub-05,34,vaso,-1.587429895306265,24
sub-05,35,vaso,-1.3273319862536248,24
sub-05,36,vaso,-1.0946128044696832,24
sub-05,37,vaso,-0.7158737439193473,24
sub-05,38,vaso,-0.3257268803403867,24
sub-05,39,vaso,0.08495402869009813,24
sub-05,40,vaso,0.48879025590340824,24
sub-05,41,vaso,0.8287427861564207,24
sub-05,42,vaso,1.0591804073346371,24
sub-05,43,vaso,1.1276272255063846,24
sub-05,44,vaso,1.063743528546087,24
sub-05,45,vaso,0.929131452808317,24
sub-05,46,vaso,0.7831115740419223,24
sub-05,47,vaso,0.5800526801324049,24
sub-05,48,vaso,0.5230136649892819,24
sub-05,49,vaso,0.5275767862007318,24
sub-05,50,vaso,0.6393732558812527,24
sub-05,51,vaso,0.792237816464822,24
sub-05,52,vaso,0.9861704679514398,24
sub-05,53,vaso,1.1664137558037082,24
sub-05,54,vaso,1.1937924830724072,24
sub-05,55,vaso,1.1572875133808085,24
sub-05,56,vaso,0.9701995437113654,24
sub-05,57,vaso,0.8584030740308446,24
sub-05,58,vaso,0.764859089196123,24
sub-05,59,vaso,0.7192278770816247,24
sub-05,60,vaso,0.7580144073789483,24
sub-05,0,bold,-0.21543271039051332,24
sub-05,1,bold,-0.034535786198661815,24
sub-05,2,bold,0.19075881651547177,24
sub-05,3,bold,0.46076597490452775,24
sub-05,4,bold,0.7314028875988643,24
sub-05,5,bold,0.9820451011005419,24
sub-05,6,bold,1.202616546525071,24
sub-05,7,bold,1.3803646991905194,24
sub-05,8,bold,1.5351268197132262,24
sub-05,9,bold,1.6766640998250404,24
sub-05,10,bold,1.8073381181707642,24
sub-05,11,bold,1.942105539500812,24
sub-05,12,bold,2.0723072421175757,24
sub-05,13,bold,2.1886543500181657,24
sub-05,14,bold,2.2820154257760144,24
sub-05,15,bold,2.3426292776592716,24
sub-05,16,bold,2.3667173798362544,24
sub-05,17,bold,2.366087625530974,24
sub-05,18,bold,2.3445185405751134,24
sub-05,19,bold,2.322162262737652,24
sub-05,20,bold,2.301065493510752,24
sub-05,21,bold,2.285793951607698,24
sub-05,22,bold,2.272254234044165,24
sub-05,23,bold,2.2568252535647906,24
sub-05,24,bold,2.236358238643171,24
sub-05,25,bold,2.2105383121266664,24
sub-05,26,bold,2.175114632454633,24
sub-05,27,bold,2.145988495835405,24
sub-05,28,bold,2.136227304103556,24
sub-05,29,bold,2.142682285732682,24
sub-05,30,bold,2.172910492386151,24
sub-05,31,bold,2.201564313276418,24
sub-05,32,bold,2.1998324889368965,24
sub-05,33,bold,2.148507513056528,24
sub-05,34,bold,2.016731424676563,24
sub-05,35,bold,1.7909645062334687,24
sub-05,36,bold,1.487422931088221,24
sub-05,37,bold,1.0826483513691172,24
sub-05,38,bold,0.6311145144829292,24
sub-05,39,bold,0.15627976830135906,24
sub-05,40,bold,-0.3076917161141208,24
sub-05,41,bold,-0.685544299282479,24
sub-05,42,bold,-0.9553940190952148,24
sub-05,43,bold,-1.1032288422598349,24
sub-05,44,bold,-1.1351888732528252,24
sub-05,45,bold,-1.0925230190700648,24
sub-05,46,bold,-1.0226202911839186,24
sub-05,47,bold,-0.9591725449268984,24
sub-05,48,bold,-0.925008373865426,24
sub-05,49,bold,-0.9281571453918289,24
sub-05,50,bold,-0.9582279134689775,24
sub-05,51,bold,-1.0150632395205514,24
sub-05,52,bold,-1.0956717905964677,24
sub-05,53,bold,-1.1725018158407006,24
sub-05,54,bold,-1.23516236921612,24
sub-05,55,bold,-1.2548421912561387,24
sub-05,56,bold,-1.2157974243287417,24
sub-05,57,bold,-1.1314103474211417,24
sub-05,58,bold,-1.0076636264335044,24
sub-05,59,bold,-0.8887975013117917,24
sub-05,60,bold,-0.7974831270461051,24
