subject,session,volume,modality,data,stimDur,jitter
sub-05,ses-01,4,bold,1.4145408808625248,1.0,0.0
sub-05,ses-01,5,bold,1.794732919809583,1.0,0.0
sub-05,ses-01,6,bold,2.038032374185894,1.0,0.0
sub-05,ses-01,7,bold,1.9811647908738461,1.0,0.0
sub-05,ses-01,8,bold,1.7695235787537067,1.0,0.0
sub-05,ses-01,9,bold,1.4590969255193764,1.0,0.0
sub-05,ses-01,10,bold,1.126392249956587,1.0,0.0
sub-05,ses-01,11,bold,0.902146367308565,1.0,0.0
sub-05,ses-01,12,bold,0.7590980134102088,1.0,0.0
sub-05,ses-01,13,bold,0.7051617488255779,1.0,0.0
sub-05,ses-01,14,bold,0.7350611998453216,1.0,0.0
sub-05,ses-01,15,bold,0.8549521357970047,1.0,0.0
sub-05,ses-01,0,bold,-0.42632727996060327,1.0,355
sub-05,ses-01,1,bold,0.07111750808346251,1.0,355
sub-05,ses-01,2,bold,0.535438394507648,1.0,355
sub-05,ses-01,3,bold,0.8913004880170883,1.0,355
sub-05,ses-01,4,bold,0.9886202697676039,1.0,355
sub-05,ses-01,5,bold,0.9332183458192533,1.0,355
sub-05,ses-01,6,bold,0.7702370245744161,1.0,355
sub-05,ses-01,7,bold,0.5433529550717076,1.0,355
sub-05,ses-01,8,bold,0.35193784217082413,1.0,355
sub-05,ses-01,9,bold,0.18807712530775067,1.0,355
sub-05,ses-01,10,bold,0.055288386955387736,1.0,355
sub-05,ses-01,11,bold,-0.027374801158019935,1.0,355
sub-05,ses-01,12,bold,-0.0651888127418121,1.0,355
sub-05,ses-01,13,bold,-0.07398276892409683,1.0,355
sub-05,ses-01,14,bold,-0.06548194461454271,1.0,355
sub-05,ses-01,15,bold,-0.05053221910469308,1.0,355
sub-05,ses-01,0,bold,-0.6417792064263739,1.0,785
sub-05,ses-01,1,bold,-0.6734374486825789,1.0,785
sub-05,ses-01,2,bold,-0.5643923920223393,1.0,785
sub-05,ses-01,3,bold,-0.1545940339282903,1.0,785
sub-05,ses-01,4,bold,0.30796806125943377,1.0,785
sub-05,ses-01,5,bold,0.701937298225408,1.0,785
sub-05,ses-01,6,bold,0.9235449940187657,1.0,785
sub-05,ses-01,7,bold,0.6963677926433043,1.0,785
sub-05,ses-01,8,bold,0.3085543250049172,1.0,785
sub-05,ses-01,9,bold,-0.12469458290854663,1.0,785
sub-05,ses-01,10,bold,-0.48671244574557404,1.0,785
sub-05,ses-01,11,bold,-0.5022484350009293,1.0,785
sub-05,ses-01,12,bold,-0.3700459603940387,1.0,785
sub-05,ses-01,13,bold,-0.15136958332810924,1.0,785
sub-05,ses-01,14,bold,0.08254965112042267,1.0,785
sub-05,ses-01,15,bold,0.16345404799735785,1.0,785
sub-05,ses-01,0,bold,-2.0394319756627866,1.0,.57
sub-05,ses-01,1,bold,-2.0511572505724995,1.0,.57
sub-05,ses-01,2,bold,-1.9538374688219728,1.0,.57
sub-05,ses-01,3,bold,-1.661584991697651,1.0,.57
sub-05,ses-01,4,bold,-1.2890143814418997,1.0,.57
sub-05,ses-01,5,bold,-0.9070635512583802,1.0,.57
sub-05,ses-01,6,bold,-0.5878429418417652,1.0,.57
sub-05,ses-01,7,bold,-0.44244953296145306,1.0,.57
sub-05,ses-01,8,bold,-0.4345349723974046,1.0,.57
sub-05,ses-01,9,bold,-0.5594091501857301,1.0,.57
sub-05,ses-01,10,bold,-0.801829208943794,1.0,.57
sub-05,ses-01,11,bold,-1.1374652032340116,1.0,.57
sub-05,ses-01,12,bold,-1.4818951537064806,1.0,.57
sub-05,ses-01,13,bold,-1.7756132901944999,1.0,.57
sub-05,ses-01,14,bold,-1.9602863700223017,1.0,.57
sub-05,ses-01,15,bold,-1.9300937871298274,1.0,.57
sub-05,ses-01,0,vaso,-1.4882105721725658,2.0,785
sub-05,ses-01,1,vaso,-2.122236703295921,2.0,785
sub-05,ses-01,2,vaso,-2.2983550730523827,2.0,785
sub-05,ses-01,3,vaso,-1.435375061245625,2.0,785
sub-05,ses-01,4,vaso,-0.4843358645606255,2.0,785
sub-05,ses-01,5,vaso,0.5459565985147852,2.0,785
sub-05,ses-01,6,vaso,1.0919235447598874,2.0,785
sub-05,ses-01,7,vaso,0.8101341531495221,2.0,785
sub-05,ses-01,8,vaso,0.387450065733963,2.0,785
sub-05,ses-01,9,vaso,-0.08806953260855899,2.0,785
sub-05,ses-01,10,vaso,-0.47552994607280574,2.0,785
sub-05,ses-01,11,vaso,-0.4491121906093243,2.0,785
sub-05,ses-01,12,vaso,-0.2906056578285021,2.0,785
sub-05,ses-01,13,vaso,-0.2201583099258997,2.0,785
sub-05,ses-01,14,vaso,-0.026428103193754104,2.0,785
sub-05,ses-01,15,vaso,-0.11448728807201825,2.0,785
sub-05,ses-01,16,vaso,-0.4403062721215045,2.0,785
sub-05,ses-01,17,vaso,-0.5635891309510255,2.0,785
sub-05,ses-01,18,vaso,-0.9158258704640154,2.0,785
sub-05,ses-01,19,vaso,-1.1888093435865388,2.0,785
sub-05,ses-01,0,vaso,-1.479404653684746,2.0,0.0
sub-05,ses-01,1,vaso,-1.312092202416082,2.0,0.0
sub-05,ses-01,2,vaso,-0.8541844410492327,2.0,0.0
sub-05,ses-01,3,vaso,-0.08806953260855899,2.0,0.0
sub-05,ses-01,4,vaso,0.8453578271008122,2.0,0.0
sub-05,ses-01,5,vaso,1.7963970237858118,2.0,0.0
sub-05,ses-01,6,vaso,2.3951994809578436,2.0,0.0
sub-05,ses-01,7,vaso,2.2719166221283116,2.0,0.0
sub-05,ses-01,8,vaso,1.576249061590218,2.0,0.0
sub-05,ses-01,9,vaso,0.6956572128078098,2.0,0.0
sub-05,ses-01,10,vaso,-0.16732279899895897,2.0,0.0
sub-05,ses-01,11,vaso,-0.6868719897805686,2.0,0.0
sub-05,ses-01,12,vaso,-0.47552994607280574,2.0,0.0
sub-05,ses-01,13,vaso,-0.1585168805111392,2.0,0.0
sub-05,ses-01,14,vaso,0.15849618505053842,2.0,0.0
sub-05,ses-01,15,vaso,0.04401924470882612,2.0,0.0
sub-05,ses-01,16,vaso,-0.22896422841371944,2.0,0.0
sub-05,ses-01,17,vaso,-0.6956779082683884,2.0,0.0
sub-05,ses-01,18,vaso,-0.9774672998787759,2.0,0.0
sub-05,ses-01,19,vaso,-1.056720566269198,2.0,0.0
sub-05,ses-01,0,vaso,-1.2504507730013215,2.0,.57
sub-05,ses-01,1,vaso,-1.6379111864655904,2.0,.57
sub-05,ses-01,2,vaso,-1.778805882270773,2.0,.57
sub-05,ses-01,3,vaso,-1.4529868982212868,2.0,.57
sub-05,ses-01,4,vaso,-0.9950791368544154,2.0,.57
sub-05,ses-01,5,vaso,-0.39627667968238356,2.0,.57
sub-05,ses-01,6,vaso,0.19371985900182853,2.0,.57
sub-05,ses-01,7,vaso,0.7044631312956295,2.0,.57
sub-05,ses-01,8,vaso,0.9950584413938257,2.0,.57
sub-05,ses-01,9,vaso,0.9158051750034035,2.0,.57
sub-05,ses-01,10,vaso,0.6252098649052185,2.0,.57
sub-05,ses-01,11,vaso,0.41386782119743337,2.0,.57
sub-05,ses-01,12,vaso,-0.2377701469015614,2.0,.57
sub-05,ses-01,13,vaso,-0.4667240275849638,2.0,.57
sub-05,ses-01,14,vaso,-0.6252305603658082,2.0,.57
sub-05,ses-01,15,vaso,-0.7397075007075316,2.0,.57
sub-05,ses-01,16,vaso,-0.6340364788536279,2.0,.57
sub-05,ses-01,17,vaso,-0.4403062721215045,2.0,.57
sub-05,ses-01,18,vaso,-0.39627667968238356,2.0,.57
sub-05,ses-01,19,vaso,-0.3698589242189021,2.0,.57
sub-05,ses-01,0,vaso,-0.7309015822197118,2.0,355
sub-05,ses-01,1,vaso,-0.22896422841371944,2.0,355
sub-05,ses-01,2,vaso,0.2553612884166001,2.0,355
sub-05,ses-01,3,vaso,0.4314796581730729,2.0,355
sub-05,ses-01,4,vaso,0.4843151691000247,2.0,355
sub-05,ses-01,5,vaso,-1.0347730294846258e-05,2.0,355
sub-05,ses-01,6,vaso,-0.3874707611945638,2.0,355
sub-05,ses-01,7,vaso,-0.45791810909714403,2.0,355
sub-05,ses-01,8,vaso,-0.26418790236502065,2.0,355
sub-05,ses-01,9,vaso,0.41386782119743337,2.0,355
sub-05,ses-01,10,vaso,1.0919235447598874,2.0,355
sub-05,ses-01,11,vaso,1.5146076321754465,2.0,355
sub-05,ses-01,12,vaso,1.6026668170536884,2.0,355
sub-05,ses-01,13,vaso,1.1007294632477072,2.0,355
sub-05,ses-01,14,vaso,0.5371506800269654,2.0,355
sub-05,ses-01,15,vaso,-0.05284585865723557,2.0,355
sub-05,ses-01,16,vaso,-0.5283654569997465,2.0,355
sub-05,ses-01,17,vaso,-0.5371713754875662,2.0,355
sub-05,ses-01,18,vaso,-0.37866484270674405,2.0,355
sub-05,ses-01,19,vaso,-1.0347730294846258e-05,2.0,355
sub-05,ses-01,0,bold,-1.791442411322608,2.0,785
sub-05,ses-01,1,bold,-1.9646833481134607,2.0,785
sub-05,ses-01,2,bold,-1.8615009289080664,2.0,785
sub-05,ses-01,3,bold,-1.12104981836042,2.0,785
sub-05,ses-01,4,bold,-0.20589211165822352,2.0,785
sub-05,ses-01,5,bold,0.686108177097311,2.0,785
sub-05,ses-01,6,bold,1.344775495149797,2.0,785
sub-05,ses-01,7,bold,1.3365678027130068,2.0,785
sub-05,ses-01,8,bold,0.9938966434769769,2.0,785
sub-05,ses-01,9,bold,0.44544690957568633,2.0,785
sub-05,ses-01,10,bold,-0.16045667138313569,2.0,785
sub-05,ses-01,11,bold,-0.5125080505469226,2.0,785
sub-05,ses-01,12,bold,-0.7434959662680263,2.0,785
sub-05,ses-01,13,bold,-0.8560586054011776,2.0,785
sub-05,ses-01,14,bold,-0.8715945946565218,2.0,785
sub-05,ses-01,15,bold,-0.872473990274758,2.0,785
sub-05,ses-01,16,bold,-0.8537135504192328,2.0,785
sub-05,ses-01,17,bold,-0.8191239894356217,2.0,785
sub-05,ses-01,18,bold,-0.7980184945981517,2.0,785
sub-05,ses-01,19,bold,-0.7804305822335933,2.0,785
sub-05,ses-01,0,bold,-1.0697517406304868,2.0,0.0
sub-05,ses-01,1,bold,-0.9193750899135544,2.0,0.0
sub-05,ses-01,2,bold,-0.6145179422613278,2.0,0.0
sub-05,ses-01,3,bold,-0.1586978801466743,2.0,0.0
sub-05,ses-01,4,bold,0.5278169658163412,2.0,0.0
sub-05,ses-01,5,bold,1.1885362069780303,2.0,0.0
sub-05,ses-01,6,bold,1.6783595663307782,2.0,0.0
sub-05,ses-01,7,bold,1.880034294777655,2.0,0.0
sub-05,ses-01,8,bold,1.5071705526491508,2.0,0.0
sub-05,ses-01,9,bold,0.8945249386172582,2.0,0.0
sub-05,ses-01,10,bold,0.19364663088985434,2.0,0.0
sub-05,ses-01,11,bold,-0.43394870865192114,2.0,0.0
sub-05,ses-01,12,bold,-0.6408998108081487,2.0,0.0
sub-05,ses-01,13,bold,-0.6552632725725371,2.0,0.0
sub-05,ses-01,14,bold,-0.5432868971848914,2.0,0.0
sub-05,ses-01,15,bold,-0.396134697068129,2.0,0.0
sub-05,ses-01,16,bold,-0.42017151063302727,2.0,0.0
sub-05,ses-01,17,bold,-0.4957995338006005,2.0,0.0
sub-05,ses-01,18,bold,-0.6159836016250475,2.0,0.0
sub-05,ses-01,19,bold,-0.7552212411777393,2.0,0.0
sub-05,ses-01,0,bold,-2.951658363637566,2.0,.57
sub-05,ses-01,1,bold,-2.889221274743403,2.0,.57
sub-05,ses-01,2,bold,-2.621591874929474,2.0,.57
sub-05,ses-01,3,bold,-1.997807249733352,2.0,.57
sub-05,ses-01,4,bold,-1.2426995455485756,2.0,.57
sub-05,ses-01,5,bold,-0.4837811270181569,2.0,.57
sub-05,ses-01,6,bold,0.14909058623298055,2.0,.57
sub-05,ses-01,7,bold,0.4401705358663355,2.0,.57
sub-05,ses-01,8,bold,0.48062273430478086,2.0,.57
sub-05,ses-01,9,bold,0.28950075327665026,2.0,.57
sub-05,ses-01,10,bold,-0.08248359323361765,2.0,.57
sub-05,ses-01,11,bold,-0.5594091501857301,2.0,.57
sub-05,ses-01,12,bold,-1.071510531866926,2.0,.57
sub-05,ses-01,13,bold,-1.5534193306556698,2.0,.57
sub-05,ses-01,14,bold,-1.942112193912271,2.0,.57
sub-05,ses-01,15,bold,-2.1385105486497635,2.0,.57
sub-05,ses-01,16,bold,-2.2161904949265288,2.0,.57
sub-05,ses-01,17,bold,-2.1953781319618337,2.0,.57
sub-05,ses-01,18,bold,-2.1226814275216777,2.0,.57
sub-05,ses-01,19,bold,-2.090436921519989,2.0,.57
sub-05,ses-01,0,bold,-1.485705868052145,2.0,355
sub-05,ses-01,1,bold,-1.4012838887022983,2.0,355
sub-05,ses-01,2,bold,-1.4610827907417634,2.0,355
sub-05,ses-01,3,bold,-1.4830676811974697,2.0,355
sub-05,ses-01,4,bold,-1.402456416193265,2.0,355
sub-05,ses-01,5,bold,-1.1626745442898545,2.0,355
sub-05,ses-01,6,bold,-0.5676168426225203,2.0,355
sub-05,ses-01,7,bold,0.0667205299923257,2.0,355
sub-05,ses-01,8,bold,0.5905471865832235,2.0,355
sub-05,ses-01,9,bold,0.8696087294341348,2.0,355
sub-05,ses-01,10,bold,0.5826326260191861,2.0,355
sub-05,ses-01,11,bold,0.035062287736131736,2.0,355
sub-05,ses-01,12,bold,-0.6397272833171819,2.0,355
sub-05,ses-01,13,bold,-1.2945838870240145,2.0,355
sub-05,ses-01,14,bold,-1.6384275737510001,2.0,355
sub-05,ses-01,15,bold,-1.8148929611420117,2.0,355
sub-05,ses-01,16,bold,-1.8638459838900112,2.0,355
sub-05,ses-01,17,bold,-1.820755598596857,2.0,355
sub-05,ses-01,18,bold,-1.8087371918144135,2.0,355
sub-05,ses-01,19,bold,-1.798770708141173,2.0,355
sub-05,ses-01,0,vaso,-0.5371713754875662,4.0,0.0
sub-05,ses-01,1,vaso,-0.3170234132919614,4.0,0.0
sub-05,ses-01,2,vaso,-0.5371713754875662,4.0,0.0
sub-05,ses-01,3,vaso,-0.9158258704640154,4.0,0.0
sub-05,ses-01,4,vaso,-0.9862732183665956,4.0,0.0
sub-05,ses-01,5,vaso,-1.100750158708319,4.0,0.0
sub-05,ses-01,6,vaso,-0.5107536200240848,4.0,0.0
sub-05,ses-01,7,vaso,0.18491394051400878,4.0,0.0
sub-05,ses-01,8,vaso,0.8277459901251727,4.0,0.0
sub-05,ses-01,9,vaso,1.3472951809067935,4.0,0.0
sub-05,ses-01,10,vaso,1.4881898767119761,4.0,0.0
sub-05,ses-01,11,vaso,1.1447590556868281,4.0,0.0
sub-05,ses-01,12,vaso,0.7484927237347505,4.0,0.0
sub-05,ses-01,13,vaso,0.1408843480748878,4.0,0.0
sub-05,ses-01,14,vaso,-0.5988128049023267,4.0,0.0
sub-05,ses-01,15,vaso,-0.8982140334883537,4.0,0.0
sub-05,ses-01,16,vaso,-0.9422436259274747,4.0,0.0
sub-05,ses-01,17,vaso,-0.9862732183665956,4.0,0.0
sub-05,ses-01,18,vaso,-1.091944240220477,4.0,0.0
sub-05,ses-01,19,vaso,-1.22403301753784,4.0,0.0
sub-05,ses-01,20,vaso,-1.3473158763673831,4.0,0.0
sub-05,ses-01,21,vaso,-1.4970164906604078,4.0,0.0
sub-05,ses-01,22,vaso,-1.5058224091482275,4.0,0.0
sub-05,ses-01,23,vaso,-1.5762697570508077,4.0,0.0
sub-05,ses-01,24,vaso,-1.4705987351969263,4.0,0.0
sub-05,ses-01,0,vaso,-0.41388851665802306,4.0,785
sub-05,ses-01,1,vaso,-0.19374055446244043,4.0,785
sub-05,ses-01,2,vaso,-0.11448728807201825,4.0,785
sub-05,ses-01,3,vaso,0.07043700017229648,4.0,785
sub-05,ses-01,4,vaso,0.08804883714794709,4.0,785
sub-05,ses-01,5,vaso,0.2553612884166001,4.0,785
sub-05,ses-01,6,vaso,0.554762517002616,4.0,785
sub-05,ses-01,7,vaso,0.6075980279295679,4.0,785
sub-05,ses-01,8,vaso,0.6956572128078098,4.0,785
sub-05,ses-01,9,vaso,0.8189400716373418,4.0,785
sub-05,ses-01,10,vaso,1.0038643598816455,4.0,785
sub-05,ses-01,11,vaso,1.109535381735527,4.0,785
sub-05,ses-01,12,vaso,1.1271472187111775,4.0,785
sub-05,ses-01,13,vaso,0.9334170119790541,4.0,785
sub-05,ses-01,14,vaso,0.19371985900182853,4.0,785
sub-05,ses-01,15,vaso,-0.7132897452440501,4.0,785
sub-05,ses-01,16,vaso,-1.3913454688065041,4.0,785
sub-05,ses-01,17,vaso,-2.034177518417657,4.0,785
sub-05,ses-01,18,vaso,-2.131042621783741,4.0,785
sub-05,ses-01,19,vaso,-1.7611940452951114,4.0,785
sub-05,ses-01,20,vaso,-1.2768685284647807,4.0,785
sub-05,ses-01,21,vaso,-0.7749311746588328,4.0,785
sub-05,ses-01,22,vaso,-0.6340364788536279,4.0,785
sub-05,ses-01,23,vaso,-0.545977293975386,4.0,785
sub-05,ses-01,24,vaso,-0.8101548486101118,4.0,785
sub-05,ses-01,0,vaso,-1.902088741100294,4.0,.57
sub-05,ses-01,1,vaso,-1.6819407789046892,4.0,.57
sub-05,ses-01,2,vaso,-1.1447797511474178,4.0,.57
sub-05,ses-01,3,vaso,-0.3170234132919614,4.0,.57
sub-05,ses-01,4,vaso,0.47550925061219385,4.0,.57
sub-05,ses-01,5,vaso,1.0831176262720565,4.0,.57
sub-05,ses-01,6,vaso,1.6907260019319192,4.0,.57
sub-05,ses-01,7,vaso,1.9020680456396932,4.0,.57
sub-05,ses-01,8,vaso,1.9196798826153438,4.0,.57
sub-05,ses-01,9,vaso,1.7083378389075699,4.0,.57
sub-05,ses-01,10,vaso,1.23281824056507,4.0,.57
sub-05,ses-01,11,vaso,0.7925223161738715,4.0,.57
sub-05,ses-01,12,vaso,0.2729731253922507,4.0,.57
sub-05,ses-01,13,vaso,0.13207842958706806,4.0,.57
sub-05,ses-01,14,vaso,0.37864414724613216,4.0,.57
sub-05,ses-01,15,vaso,0.7396868052469308,4.0,.57
sub-05,ses-01,16,vaso,0.7661045607104011,4.0,.57
sub-05,ses-01,17,vaso,0.387450065733963,4.0,.57
sub-05,ses-01,18,vaso,-0.29941157631632187,4.0,.57
sub-05,ses-01,19,vaso,-1.056720566269198,4.0,.57
sub-05,ses-01,20,vaso,-1.734776289831652,4.0,.57
sub-05,ses-01,21,vaso,-1.6467171049534102,4.0,.57
sub-05,ses-01,22,vaso,-1.1976152620743807,4.0,.57
sub-05,ses-01,23,vaso,-0.5371713754875662,4.0,.57
sub-05,ses-01,24,vaso,0.03521332622100637,4.0,.57
sub-05,ses-01,0,vaso,-2.6417858940775085,4.0,355
sub-05,ses-01,1,vaso,-2.2631313991010815,4.0,355
sub-05,ses-01,2,vaso,-1.5322401646116868,4.0,355
sub-05,ses-01,3,vaso,-0.7749311746588328,4.0,355
sub-05,ses-01,4,vaso,0.026407407733175514,4.0,355
sub-05,ses-01,5,vaso,0.22013761446531,4.0,355
sub-05,ses-01,6,vaso,0.387450065733963,4.0,355
sub-05,ses-01,7,vaso,0.37864414724613216,4.0,355
sub-05,ses-01,8,vaso,0.45789741363654324,4.0,355
sub-05,ses-01,9,vaso,0.7837163976860517,4.0,355
sub-05,ses-01,10,vaso,1.1535649741746479,4.0,355
sub-05,ses-01,11,vaso,1.4177425288093848,4.0,355
sub-05,ses-01,12,vaso,1.4617721212485058,4.0,355
sub-05,ses-01,13,vaso,1.0919235447598874,4.0,355
sub-05,ses-01,14,vaso,0.5371506800269654,4.0,355
sub-05,ses-01,15,vaso,0.04401924470882612,4.0,355
sub-05,ses-01,16,vaso,-0.4667240275849638,4.0,355
sub-05,ses-01,17,vaso,-0.8365726040735932,4.0,355
sub-05,ses-01,18,vaso,-0.845378522561413,4.0,355
sub-05,ses-01,19,vaso,-0.7837370931466525,4.0,355
sub-05,ses-01,20,vaso,-0.6252305603658082,4.0,355
sub-05,ses-01,21,vaso,-0.6692601528049291,4.0,355
sub-05,ses-01,22,vaso,-0.8629903595370747,4.0,355
sub-05,ses-01,23,vaso,-0.845378522561413,4.0,355
sub-05,ses-01,24,vaso,-0.8541844410492327,4.0,355
sub-05,ses-01,0,bold,-0.26539788182495805,4.0,0.0
sub-05,ses-01,1,bold,-0.10886546178044965,4.0,0.0
sub-05,ses-01,2,bold,0.1420554212871572,4.0,0.0
sub-05,ses-01,3,bold,0.536317790125862,4.0,0.0
sub-05,ses-01,4,bold,0.983343896058253,4.0,0.0
sub-05,ses-01,5,bold,1.4347669800817586,4.0,0.0
sub-05,ses-01,6,bold,1.834598854502567,4.0,0.0
sub-05,ses-01,7,bold,2.129489518481553,4.0,0.0
sub-05,ses-01,8,bold,2.242345289487435,4.0,0.0
sub-05,ses-01,9,bold,2.118936771062807,4.0,0.0
sub-05,ses-01,10,bold,1.7563326444802962,4.0,0.0
sub-05,ses-01,11,bold,1.0498848311707887,4.0,0.0
sub-05,ses-01,12,bold,0.2596013022569288,4.0,0.0
sub-05,ses-01,13,bold,-0.4650206871626428,4.0,0.0
sub-05,ses-01,14,bold,-0.9906061349900019,4.0,0.0
sub-05,ses-01,15,bold,-1.032523992792167,4.0,0.0
sub-05,ses-01,16,bold,-0.8346599786909548,4.0,0.0
sub-05,ses-01,17,bold,-0.5054728856010993,4.0,0.0
sub-05,ses-01,18,bold,-0.1666124407107339,4.0,0.0
sub-05,ses-01,19,bold,-0.05727425217777471,4.0,0.0
sub-05,ses-01,20,bold,-0.07017205457842124,4.0,0.0
sub-05,ses-01,21,bold,-0.19651189173046646,4.0,0.0
sub-05,ses-01,22,bold,-0.4063943126141223,4.0,0.0
sub-05,ses-01,23,bold,-0.6110003597884162,4.0,0.0
sub-05,ses-01,24,bold,-0.8220553081630388,4.0,0.0
sub-05,ses-01,0,bold,-1.4045083393024682,4.0,785
sub-05,ses-01,1,bold,-1.420337460430554,4.0,785
sub-05,ses-01,2,bold,-1.2300948750206486,4.0,785
sub-05,ses-01,3,bold,-0.6778344267737046,4.0,785
sub-05,ses-01,4,bold,0.03271723275419802,4.0,785
sub-05,ses-01,5,bold,0.7972051568667204,4.0,785
sub-05,ses-01,6,bold,1.4860650578116807,4.0,785
sub-05,ses-01,7,bold,1.9087612183064318,4.0,785
sub-05,ses-01,8,bold,2.1092634192623194,4.0,785
sub-05,ses-01,9,bold,2.0858128694429157,4.0,785
sub-05,ses-01,10,bold,1.8457378656667967,4.0,785
sub-05,ses-01,11,bold,1.4379914306819286,4.0,785
sub-05,ses-01,12,bold,0.9138716422182558,4.0,785
sub-05,ses-01,13,bold,0.31969333616912454,4.0,785
sub-05,ses-01,14,bold,-0.2768300248619182,4.0,785
sub-05,ses-01,15,bold,-0.8214690444175554,4.0,785
sub-05,ses-01,16,bold,-1.2573561391857058,4.0,785
sub-05,ses-01,17,bold,-1.5334863633091667,4.0,785
sub-05,ses-01,18,bold,-1.641945156223923,4.0,785
sub-05,ses-01,19,bold,-1.516191582817361,4.0,785
sub-05,ses-01,20,bold,-1.2849105352235046,4.0,785
sub-05,ses-01,21,bold,-1.0386797621197652,4.0,785
sub-05,ses-01,22,bold,-0.8375912974183941,4.0,785
sub-05,ses-01,23,bold,-0.8290904731088622,4.0,785
sub-05,ses-01,24,bold,-0.9055978918946717,4.0,785
