stimDur,restDur,jitter
12.0,20.0,0.0
4.0,16.0,1.0
4.0,16.0,0.0
2.0,14.0,0.0
2.0,14.0,2.0
24.0,24.0,0.0
4.0,16.0,3.0
2.0,14.0,3.0
12.0,20.0,1.0
1.0,12.0,0.0
24.0,24.0,3.0
1.0,12.0,3.0
4.0,16.0,2.0
24.0,24.0,1.0
24.0,24.0,2.0
1.0,12.0,2.0
12.0,20.0,2.0
2.0,14.0,1.0
12.0,20.0,3.0
1.0,12.0,1.0
