stimDur,restDur,jitter
1.0,12.0,0.0
24.0,24.0,0.0
24.0,24.0,2.355
4.0,16.0,0.0
1.0,12.0,2.355
24.0,24.0,0.785
12.0,20.0,2.355
1.0,12.0,0.785
24.0,24.0,1.57
2.0,14.0,0.785
4.0,16.0,0.785
2.0,14.0,0.0
4.0,16.0,1.57
12.0,20.0,0.785
12.0,20.0,1.57
2.0,14.0,1.57
2.0,14.0,2.355
1.0,12.0,1.57
12.0,20.0,0.0
4.0,16.0,2.355
