stimDur,restDur,jitter
1.0,12.0,1.5
1.0,12.0,1.0
12.0,20.0,1.5
1.0,12.0,2.0
12.0,20.0,2.0
24.0,24.0,2.0
12.0,20.0,1.0
24.0,24.0,0.0
2.0,14.0,0.0
12.0,20.0,2.5
2.0,14.0,2.5
24.0,24.0,1.5
24.0,24.0,2.5
12.0,20.0,0.5
4.0,16.0,2.5
4.0,16.0,0.0
24.0,24.0,0.5
2.0,14.0,1.5
2.0,14.0,1.0
4.0,16.0,0.5
4.0,16.0,1.5
4.0,16.0,2.0
1.0,12.0,0.5
1.0,12.0,2.5
4.0,16.0,1.0
24.0,24.0,1.0
2.0,14.0,0.5
1.0,12.0,0.0
12.0,20.0,0.0
2.0,14.0,2.0
