stimDur,restDur,jitter
12.0,20.0,0.86175
4.0,16.0,0.86175
1.0,12.0,2.5852500000000003
4.0,16.0,2.5852500000000003
2.0,14.0,0.0
1.0,12.0,0.0
12.0,20.0,0.0
2.0,14.0,0.86175
24.0,24.0,2.5852500000000003
4.0,16.0,0.0
24.0,24.0,0.86175
1.0,12.0,0.86175
4.0,16.0,1.7235
24.0,24.0,1.7235
12.0,20.0,2.5852500000000003
2.0,14.0,1.7235
12.0,20.0,1.7235
2.0,14.0,2.5852500000000003
24.0,24.0,0.0
1.0,12.0,1.7235
